"YBL103C"	"YKL112W"	"YDR216W"	"YMR280C"	"YER040W"	"YGR142W"	"YNL036W"	"YML123C"	"YHR136C"	"YDR171W"	"YCR021C"	"YGR043C"	"YHR018C"	"YAL054C"	"YFL014W"	"YOR348C"	"YDL170W"	"YBR054W"	"YCR010C"	"YDR384C"	"YER150W"	"YPL061W"	"YKR075C"	"YLR009W"	"YPL111W"	"YOR388C"	"YJL172W"	"YPL012W"	"YOR100C"	"YMR169C"	"YNR046W"	"YJR110W"	"YMR193W"	"YGL254W"	"YLR174W"	"YER002W"	"YDL018C"	"YIL136W"	"YGR183C"	"YER158C"	"YJR148W"	"YNR064C"	"YGR067C"	"YPL265W"	"YKR056W"	"YCL064C"	"YJL063C"	"YDL160C"	"YIL037C"	"YLR327C"	"YDL091C"	"YHR051W"	"YHL028W"	"YMR229C"	"YOR206W"	"YJR094C"	"YIL155C"	"YJL088W"	"YLL011W"	"YNR028W"	"YDR043C"	"YDR258C"	"YKL071W"	"YNL194C"	"YLR276C"	"YLR438W"	"YNL037C"	"YKR009C"	"YKL015W"	"YGL009C"	"YPR002W"	"YDR361C"	"YLL033W"	"YOR302W"	"YNL270C"	"YFR022W"	"YAL062W"	"YDR523C"	"YPL036W"	"YJL217W"	"YOR056C"	"YBL042C"	"YLR130C"	"YLR267W"	"YHR029C"	"YOL014W"	"YNR053C"	"YLR258W"	"YDR380W"	"YLL034C"	"YDL110C"	"YER067W"	"YLR178C"	"YGL229C"	"YOR032C"	"YHR216W"	"YJL153C"	"YKL040C"	"YHR087W"	"YKL062W"
"YPL111W"	6.9036276295386e-06	4.55260556256509e-06	1.28664510954604e-05	1.07191291522045e-05	7.4673662963041e-06	1.39795472660737e-05	2.34024310217587e-05	6.19598473759461e-06	1.0064099658389e-05	1.73909030192391e-05	9.00819127370403e-06	9.87138035200266e-06	2.20015168205578e-05	8.97785526127699e-06	1.71643794190232e-05	4.80744534641243e-06	4.41071605514823e-06	1.40342071587964e-05	1.20445393795429e-05	1.79430913203479e-05	1.08227760464613e-05	1.6503799805432e-05	3.50771258205205e-06	5.3950277370535e-06	0.000211266281662048	3.03904387283748e-06	2.07583999869501e-05	1.11607055590888e-05	1.01808733021295e-05	2.3143940730833e-05	9.74498728027647e-06	1.2255148482923e-05	3.54207926695131e-06	4.64918584589039e-06	1.07144867991685e-05	4.20365231190647e-06	4.75164270008011e-06	8.84970200701553e-06	5.67928010616096e-06	3.16017886637059e-06	2.48361518117948e-05	4.15529613026864e-06	7.10238511781601e-06	1.25034737797828e-05	4.20719389590797e-06	1.55919894211063e-05	1.31232719258073e-05	1.6710559729498e-05	7.17077396694849e-06	1.68825217594703e-05	2.47318388009614e-06	4.5157252055474e-06	3.46592283813985e-06	7.45973435220116e-06	5.32924968835708e-06	1.9402934710635e-06	1.06297973771342e-05	1.35870981381118e-05	5.66342769526624e-06	3.42254440122952e-06	3.26018956441764e-06	2.18053505959082e-05	5.86301506374707e-06	1.22138588967257e-05	5.96228253876316e-06	4.5255526277927e-05	1.69641017206783e-05	5.67222426119794e-06	1.16876743735797e-05	6.96304518813767e-06	1.10078903149326e-05	4.20726500606512e-06	7.04752210354566e-06	1.79578856334363e-05	4.97616702175444e-06	6.15313766422572e-06	8.2220280737905e-06	5.93670738395618e-06	1.42894777319299e-05	1.23795701102787e-05	3.2602784955848e-06	5.69469102271289e-06	2.70450656736665e-06	1.42292187112456e-05	8.91701234595994e-06	7.35851816474729e-06	6.35698589571849e-06	1.09197135530938e-05	3.70728364012582e-05	5.30617084553095e-06	1.57081139520011e-05	8.63677058487565e-06	2.34927436846314e-05	1.93250326838282e-05	3.02784825035428e-06	1.0755661899333e-05	8.44873911556973e-06	4.77356876651704e-06	2.38834113966747e-05	2.58692967892045e-06
"YOR388C"	3.95055453959335e-06	5.92799012786999e-06	4.27162636590166e-05	6.50605444174568e-05	8.37653338446643e-06	2.97605573683654e-05	6.95345019402306e-06	5.69993839066418e-06	8.01036023755724e-06	3.48996223107482e-05	3.45519125080958e-05	1.46048332153302e-05	6.07693656651878e-06	1.1212446592003e-05	3.25791417607118e-05	1.53777620583263e-05	5.9053750124387e-06	1.85399529768934e-05	1.5342327134141e-05	7.21104852261034e-06	3.99089288184268e-05	1.52790389144636e-05	2.4372328770723e-05	5.12846433354658e-06	3.07470682057148e-06	0.000213937464337727	1.03465725017805e-05	1.69161879156156e-05	1.07307405026958e-05	1.22260669871177e-05	5.15075762961745e-06	5.48153134573469e-06	5.62769834181244e-06	6.00421553740286e-06	2.08637272933834e-05	7.90171674442213e-06	6.42788301752352e-06	1.41246659202595e-05	4.16635791195374e-05	1.31037697284153e-05	1.34069053543884e-05	7.12881174232381e-06	1.78984368032973e-05	6.41667976949933e-06	3.23192178423495e-06	8.75337336492642e-06	3.64327079863018e-06	1.57628390974381e-05	8.21109552490425e-06	4.77706480337479e-05	1.04365553389529e-05	4.07451589794074e-05	9.26246667792173e-06	1.08385540889339e-05	8.14927676451626e-06	1.82051790358565e-05	3.10565848071234e-05	1.16219609944696e-05	4.82366018058156e-06	6.47926883338093e-06	1.74517719668775e-05	3.33602823296365e-05	1.23121085164713e-05	1.84125913351459e-05	4.58533193159396e-06	9.92094807186617e-06	1.44021646668297e-05	2.19590337737981e-05	4.81337032767537e-06	9.97622712986974e-06	2.63405187371881e-05	7.00275019391461e-06	5.19476864035417e-06	8.14040644327021e-06	1.36868930858183e-05	6.40668842382937e-06	1.27387522854802e-05	9.85807524554589e-06	1.17583952937656e-05	2.53442726208527e-05	4.62624269791552e-06	7.34509730224219e-06	5.31640935500587e-06	1.04742080163949e-05	3.92901600197639e-06	9.08666087592986e-06	6.82244618548621e-06	1.79764824854935e-05	8.78449774518055e-06	4.42559874653355e-06	8.401213414281e-06	3.11161381383253e-05	2.15648522681561e-05	4.98428611485409e-06	1.68534623640442e-05	6.39322667646524e-06	1.44380551195563e-05	6.59201501023762e-06	1.83666767026424e-05	2.09853974284766e-05
"YJL172W"	0.000510568093491733	0.000195854251095628	0.000749150325522563	0.000855419948026261	0.00107931718110419	0.000398912812101682	0.000888250035133939	0.000378914155385491	0.000326825170720842	0.00104852260847401	0.000382152351250863	0.000754560409195449	0.000940089399746035	0.000616034518247859	0.0014097404557314	0.000445455044130457	0.000694058985607512	0.000669370195346655	0.000667983596788349	0.000216959475915612	0.000989217306352482	0.000431809454672371	0.00043650970541828	7.98386492395871e-05	0.000680859311065825	0.000335235564516566	0.00696262150588369	0.000167193934360079	0.000738559032643497	0.000831671520772938	9.73677116432026e-05	0.00082533848442888	0.000426090163768949	0.000321797245471348	0.000664215034933455	8.01857606932099e-05	0.000303802659858864	0.000853307036379872	0.000507241216484846	0.000680764449273871	0.00146815906342327	0.000444780359850571	0.000452890185748688	0.000577506690848824	6.01183909764789e-05	0.000128347984917721	0.000390349877034024	0.000398506192603034	0.000220769141815882	0.00185344221904437	0.000461085509271896	0.00056331835576595	0.000381782600011758	0.000113929011973612	0.00011708443451807	0.000423075851643302	0.000869977928458781	0.00176523615777175	5.14544541057248e-05	0.000161246012840044	0.000634448213348813	0.00106327738695089	0.000300870523247483	0.000541458864368522	7.97719854834958e-05	0.00104569826315126	0.00130312643431388	0.000401580499014289	0.000220338023680378	0.000554889232114198	0.00139160523309119	6.43725674547513e-05	0.00016414968457421	0.000608828991024174	0.000301727736805746	0.000497037474719323	0.000912533297368405	0.000190218887725944	0.000259838280725275	0.000979638383992802	0.000113178601485741	0.000115186092934506	6.06526161772175e-05	0.00101009344608556	0.00088527064258518	9.1882496743686e-05	0.000118059802606062	0.00076802860251869	0.000603260731967117	6.09648128600419e-05	0.00160122684809575	0.000879790717675321	0.00222524805268572	0.00104322861434585	0.000659367646053568	0.000160216240121511	0.00065971986762931	0.000187184450174257	0.0010879777021893	0.000450218680569282
"YPL012W"	5.16324334474588e-05	6.8347594102114e-05	4.10497471269215e-05	5.16914491670901e-05	3.81744827625272e-05	8.22150824733558e-05	5.53923775430476e-05	3.31938576949584e-05	5.21159127635876e-05	3.62803088261889e-05	5.28608578552163e-05	5.95029865870504e-05	2.22074351018015e-05	3.5376861897865e-05	4.99006774647867e-05	3.73514048203686e-05	3.53737610216707e-05	4.07899979378941e-05	4.61230245566977e-05	0.000101749452680794	4.31052401251586e-05	2.71171785611668e-05	3.92864631329835e-05	0.000214295946613933	3.65019071932571e-05	5.47351098852058e-05	1.67437597284836e-05	0.000693265449058321	4.09453436016861e-05	2.34429779827296e-05	0.000106505826115025	2.46365944829092e-05	1.68285679425439e-05	7.34677517349204e-05	3.03076286089565e-05	0.000153107509343584	4.13528623621409e-05	2.19901553626858e-05	2.97933817248819e-05	2.0548996714928e-05	2.13465869518543e-05	3.52886630968864e-05	3.99495320254469e-05	2.22237815694585e-05	0.000148798907717774	4.48806407919025e-05	1.87903825493522e-05	6.27111656851948e-05	4.6525781376944e-05	4.37565670530698e-05	2.18452707353966e-05	2.56252622878871e-05	1.5335601992195e-05	0.000177311840534505	0.000124502562477325	3.4192197790638e-05	2.91131038345656e-05	2.03330127967464e-05	0.000198081394782741	3.44088047583757e-05	4.69692827407935e-05	5.22642355463699e-05	5.20607777958334e-05	5.45194651547984e-05	0.000176087253551634	3.34422271336458e-05	2.43343550856597e-05	5.85087662456295e-05	0.000104185100839079	3.33755671096342e-05	2.91034267633471e-05	0.000192365151703292	5.0848393426401e-05	3.56613901115286e-05	2.8878959069849e-05	4.36562288757508e-05	4.11688757489394e-05	6.4512352591309e-05	7.53974674619679e-05	4.30962517257761e-05	8.77183481570039e-05	3.85021046798637e-05	5.01512564665263e-05	2.04334803560147e-05	2.41906458868364e-05	9.61789445689118e-05	0.000171166691961414	2.87371184593095e-05	4.03499094932862e-05	0.000197927462002567	3.06971280276527e-05	4.59104725538987e-05	2.2721077714881e-05	1.65435664861247e-05	2.30407003192873e-05	5.88108055252944e-05	2.43886898229236e-05	5.78549847892022e-05	7.93893129271493e-05	3.71707187902537e-05
"YOR100C"	6.00051776335283e-06	5.61373747895859e-06	2.00569024744334e-05	1.59027870337488e-05	1.25178287429262e-05	3.0055565192504e-05	1.36075787948267e-05	6.94084722768998e-06	7.50750681734518e-06	5.24276976614049e-05	3.056581294746e-05	1.65223834873161e-05	9.77794912157689e-06	6.42687724255245e-05	3.36268323556582e-05	1.15813309823927e-05	9.24517522501957e-06	2.06211033933642e-05	3.46289498598951e-05	1.13285563971138e-05	2.868487244894e-05	1.94576597393863e-05	1.49548388902724e-05	2.76734829953443e-06	9.95311600371148e-06	1.03844060912032e-05	2.20026721392931e-05	1.22082668992061e-05	0.000310333619470014	1.64439402519018e-05	4.76721574687962e-06	6.13454922165931e-06	1.47974378401627e-05	6.17612156725003e-06	2.84604251875431e-05	4.39035813211986e-06	5.24053266364777e-06	3.49783275417348e-05	4.66442684443576e-05	9.69981799987355e-06	3.13104358391235e-05	4.70189715681372e-06	2.0608473867458e-05	2.0087154551791e-05	1.7156298080453e-06	7.44412706151751e-06	8.89789894865091e-06	1.65291682180175e-05	2.68664729397855e-06	3.42925112785444e-05	9.68073279900497e-06	4.85304094313648e-05	1.00402851577657e-05	1.09768579397756e-05	4.33604041544644e-06	8.3143568096492e-06	3.51194077692598e-05	2.53026155705251e-05	2.70216982631945e-06	4.47064531453801e-06	1.44777440122235e-05	5.50044534441042e-05	8.79257096432584e-06	2.53532473830713e-05	2.68293443218e-06	1.67148176135211e-05	3.47858212897313e-05	1.34322496593864e-05	3.19569942030934e-06	6.93782163761107e-06	4.88114279173661e-05	3.83708829916889e-06	2.33048462210754e-06	1.10167458706681e-05	1.74286258487354e-05	7.60209997733974e-06	1.20011458126153e-05	1.04866823420772e-05	7.61394246126104e-06	1.85190362321683e-05	3.03376128339495e-06	4.15226702898485e-06	3.58167605232052e-06	2.8630104482171e-05	6.74099300127395e-06	4.91544721846927e-06	3.98343689260382e-06	1.85559049417768e-05	1.49087046379673e-05	1.88534056804745e-06	1.29654272013518e-05	2.06049178443617e-05	4.12293596466111e-05	9.65907604904571e-06	1.40686655900092e-05	3.48122027584662e-06	1.50081919550544e-05	6.17865076244089e-06	2.37971070465168e-05	9.84789690346179e-06
"YMR169C"	1.34857213126514e-05	1.69947188876556e-05	4.44022085947598e-05	4.77916014094877e-05	3.4157081461871e-05	4.71460540335064e-05	5.26170905874804e-05	1.06105689338043e-05	1.38427629852973e-05	9.03859606813231e-05	5.25298633074268e-05	4.25041051922727e-05	3.40173453541613e-05	3.64459167585388e-05	9.46322521229059e-05	2.02837548425322e-05	2.11531482387367e-05	3.35688894263096e-05	2.29625562067919e-05	8.79060102798603e-06	5.01601697861341e-05	3.22312236319442e-05	2.93193661006709e-05	5.21140195121707e-06	4.25578548775911e-05	2.21875029724207e-05	4.65144631730158e-05	1.31329023857696e-05	3.08357729602806e-05	0.000390204827579425	8.40917739449119e-06	1.69348238492774e-05	2.65080143596141e-05	1.19094052514849e-05	5.63116544259597e-05	6.92149250574565e-06	9.2102846288956e-06	7.62848990551376e-05	5.87988613581852e-05	5.10139698503102e-05	6.05256740879128e-05	1.5100260793169e-05	2.01204645443484e-05	3.11345160696372e-05	4.78266120541283e-06	4.31701610930529e-05	2.07306217205463e-05	1.94190345874273e-05	1.26955192301859e-05	6.41138128927081e-05	3.30479958519954e-05	4.83913577945459e-05	1.79699229864305e-05	8.29808580258917e-06	8.68810956446158e-06	1.75503197711021e-05	6.69687792320736e-05	3.84299275943642e-05	4.64862376461778e-06	5.61079024517481e-06	2.90520318852325e-05	5.66603091455256e-05	1.64844428783991e-05	3.11955200220884e-05	5.1868195158014e-06	6.0449776094592e-05	4.14353261939962e-05	4.63418210166527e-05	1.27794887290888e-05	1.12352664891684e-05	3.93175392160743e-05	5.29745931866116e-06	5.95861356380842e-06	3.57056882955815e-05	2.09935637181866e-05	1.51551578015741e-05	2.2726958477268e-05	1.32258574530761e-05	9.65984735333734e-06	3.28788758479889e-05	7.50600384339924e-06	9.97399728639271e-06	8.4338852400279e-06	3.50851069100873e-05	1.74269115064524e-05	6.80999191412526e-06	7.88706432180685e-06	4.4845398331892e-05	6.81639178577222e-05	3.70496435355344e-06	7.19498204231294e-05	3.30596602744153e-05	8.94547234758695e-05	2.11177525296028e-05	2.62268323099447e-05	7.51900361772793e-06	5.70475942184062e-05	9.66262927771247e-06	4.29912288701705e-05	4.51028399866016e-05
"YNR046W"	4.95764384302626e-06	1.07223415921564e-05	1.80468426961869e-05	2.3495498349453e-05	4.74493945400832e-06	8.4525347294897e-06	7.77755413615215e-06	1.42040171620298e-05	1.19257481766238e-05	6.24259647050522e-06	7.44777454219885e-06	6.38930528065941e-06	4.3411635938902e-06	5.99009328608791e-06	5.80468600596209e-06	4.88672539789839e-06	6.9256594730693e-06	3.45511578735397e-06	4.58835924970374e-06	2.94414645938707e-05	5.13758199308989e-06	1.32237639026635e-05	5.63187086049174e-06	3.83604945260387e-05	1.02102678366864e-05	5.32751794368361e-06	3.11203951477206e-06	3.41415263239626e-05	5.1094659608531e-06	4.78755952418831e-06	0.000334136197520422	3.17045294998448e-06	1.73673450378893e-06	8.43032993511265e-06	5.68040322228799e-06	2.54870540925233e-05	2.034955447744e-06	2.54438798609408e-06	3.49156741594958e-06	1.39878988611884e-06	6.11568045888025e-06	4.5347019679353e-06	4.11762765351427e-06	3.52624555694604e-06	4.90407315627187e-05	1.71172970765224e-05	1.26677274508966e-05	1.28987657145681e-05	6.06992224269655e-06	6.09624277512765e-06	1.45442866606004e-06	2.73567471988552e-06	5.40584252407974e-06	4.77995267455189e-05	2.85403281595184e-05	6.77977765902064e-06	6.18717458757673e-06	5.87205489083406e-06	2.97048728558141e-05	7.68461507503857e-06	2.5402337327656e-06	7.76887091115067e-06	9.65655175836512e-06	5.0974032347765e-06	2.49060577405175e-05	8.71255467219587e-06	5.54501518455119e-06	5.27587329331396e-06	9.68439946929473e-06	1.01224761498146e-05	5.26194047289151e-06	2.56111523296233e-05	6.58007467084332e-06	1.27572025933827e-05	4.97742404409091e-06	4.68163446738859e-06	8.09997263566639e-06	1.86748586249347e-05	2.2300230193568e-05	4.62843306422039e-06	2.57605194766421e-05	1.45547232363886e-05	1.24125741068519e-05	2.03777879134931e-06	3.61632087922067e-06	8.56353607252815e-06	3.96685770519115e-05	4.15410486142515e-06	4.97600154665114e-06	3.96389674354271e-05	3.34847324351878e-06	4.79172730721102e-06	5.09337069855987e-06	1.95561971311727e-06	3.09066927551644e-06	3.00719226292599e-05	4.8010833121468e-06	5.02657444753307e-06	1.21402135838207e-05	3.64599993137146e-06
"YJR110W"	1.18138664058837e-05	4.62075381066833e-06	2.46463588206888e-05	1.49655242489411e-05	1.39563954434477e-05	2.15705392593397e-05	2.20525409654063e-05	8.42719559575856e-06	1.04066880692977e-05	2.82126081058151e-05	1.30081592336686e-05	9.30715209978735e-06	1.46111886791774e-05	8.12740332108409e-06	2.11216408103155e-05	3.95628766874039e-06	6.03370044316593e-06	1.67189139862561e-05	6.5171145123105e-06	4.36587569606444e-06	1.67840286255649e-05	1.50333790819887e-05	7.3068710116535e-06	4.47087572616342e-06	1.2255148482923e-05	5.41816015948214e-06	2.51244706006414e-05	7.5319403743076e-06	6.27506802716857e-06	9.21635900169695e-06	3.03182667068031e-06	0.000172915932481835	6.67328493196194e-06	4.93124390986789e-06	9.49066520657922e-06	3.30986426918372e-06	4.34939699557971e-06	1.27959682827071e-05	7.56085787915499e-06	7.42493468661368e-06	1.43539145462122e-05	7.07280052852921e-06	8.28313731876418e-06	1.36917341173951e-05	2.94966471044201e-06	8.13461461604136e-06	4.25020550833974e-06	1.60334723392417e-05	4.92628187821898e-06	3.27302797072798e-05	7.05398747349863e-06	6.93717054611646e-06	3.93137139633085e-06	5.10830940440178e-06	5.37871226462526e-06	3.99671208436057e-06	7.54170582873812e-06	1.6661312599466e-05	4.07786237958173e-06	3.56745125021286e-06	6.22127720793256e-06	3.07597032496387e-05	1.18063381219756e-05	8.5964430904984e-06	5.4694857748127e-06	1.40135053002448e-05	1.33284348600029e-05	9.50525197694194e-06	9.28621772508224e-06	8.11585476003069e-06	1.4639826079922e-05	3.09316010091041e-06	4.43234343877941e-06	1.2501705038734e-05	4.60884802794469e-06	4.48725623622316e-06	7.41882841628843e-06	4.47310344015602e-06	1.03514036064935e-05	7.67565185936758e-06	3.22264234189316e-06	6.41077365914169e-06	2.20544234112402e-06	1.33061724594823e-05	9.10276055546434e-06	3.25135625672036e-06	4.94941405774915e-06	1.21442879931528e-05	9.87650480516203e-06	2.88758845064606e-06	1.28895587538706e-05	1.28132730768445e-05	2.46844487299909e-05	1.07542021477337e-05	4.83355652482591e-06	4.65869388115039e-06	5.47620540925678e-06	6.36043174517771e-06	1.98039315505976e-05	5.11540255735521e-06
"YMR193W"	5.22791953436102e-06	8.54110280620266e-06	1.7269554091291e-05	2.09807467975959e-05	5.92789354629779e-06	1.91653947203742e-05	9.96362238030497e-06	4.98497683521167e-06	6.39420928954798e-06	4.28794633800778e-05	4.46363701400766e-05	1.48132290108266e-05	5.55625695232531e-06	1.9354676125223e-05	5.98622802014104e-05	9.8391076552848e-06	2.38415369508486e-06	5.26529193713095e-05	1.35194717920715e-05	2.76096836090741e-06	3.37385899350423e-05	2.74990038914062e-05	1.08557046794351e-05	2.13824752867366e-06	3.49431851480643e-06	5.48728655664445e-06	1.28199096033954e-05	5.07231582838557e-06	1.49164207391011e-05	1.42419242628428e-05	1.63880100643973e-06	6.58264626968038e-06	0.000311734285343978	3.17676054108079e-06	1.37013853990159e-05	2.17165140853139e-06	1.41030572119048e-05	3.72553589421584e-05	1.32637820292856e-05	1.06485801542887e-05	7.82805785331385e-06	3.39143604868223e-06	1.98625262787738e-05	1.60795461545509e-05	1.63939258812113e-06	1.58562133213296e-05	2.74876995005744e-05	1.0289737467942e-05	3.13503585563645e-06	7.04339783003642e-05	2.71920376039895e-05	1.74085107719188e-05	1.30923861508267e-05	3.91225483402307e-06	7.33477176384924e-06	6.39916483700156e-06	1.28858808749046e-05	1.11329217321673e-05	2.76125925840413e-06	6.88103656024952e-06	1.00579916834375e-05	8.8631518352277e-05	1.02671244533047e-05	1.32617503440034e-05	3.03429855882544e-06	6.60806193719086e-06	4.05854026420511e-05	1.62284466618132e-05	3.35221618413192e-06	3.63033351179176e-06	2.9589584967173e-05	4.16016886451214e-06	2.46083468178691e-06	4.17793786643457e-06	5.65034905942046e-06	4.03517558279361e-06	5.52001008219259e-06	3.34034763832564e-06	6.77065819072761e-06	7.83850914168537e-06	2.66719421114678e-06	2.14562445824327e-06	2.7109743523388e-06	9.92790037681727e-06	5.6995889064432e-06	4.11810384827238e-06	2.08518226364448e-06	3.23718087641432e-05	7.16304787802824e-06	1.31118803333699e-06	2.05087555918431e-05	3.64157488004658e-05	3.60738744441394e-05	1.89313337307052e-05	6.06641989783912e-06	2.39189432930177e-06	1.49382663741479e-05	6.63879173187094e-06	2.50402085680205e-05	1.04005115116597e-05
"YGL254W"	0.00117414439137122	0.00072792980137865	0.0012521807909339	0.00244412007226952	0.00180923426061609	0.000757013760248784	0.000542662963852442	0.000738234717998669	0.000572585756598947	0.000458978270317638	0.000619039693237362	0.000731766067321983	0.000389673846578293	0.000178990449720434	0.000564270350589044	0.000343751324918595	0.00160799795517075	0.000270094377772778	0.000422005235843415	0.000265929315038856	0.000445973473155906	0.000211413853994381	0.000295019701634773	0.00045513404555226	0.000198260263138125	0.000341222547905352	0.000417278567193542	0.0015259054726471	0.000303047710016214	0.000325649770966755	0.000484370417804697	0.000365990351689659	0.000163407539923273	0.0126048247907619	0.000538404496690902	0.000605026159648955	9.28425924749625e-05	0.000198628546330329	0.00035498979711179	0.000251099730432257	0.000663510992406828	0.000513792972915635	0.00029129819375822	0.000400250338117289	0.000442183059306661	0.000118862248460561	0.000206216644486992	0.000533215048467134	0.000789360606412618	0.000740573496155222	0.000729671419102681	0.000267316844791512	0.000135329343711842	0.000571257923594082	0.000420429255314809	0.000564962444971197	0.000225911355541085	0.000642461858042805	0.000344864597931621	0.000130215514912074	0.000547329694090601	0.000712799454249711	0.00110388294141096	0.000294661062984158	0.000739395741547275	0.000448211098814935	0.000589485717314306	0.000938404852951948	0.000842473865169446	0.00113405488648385	0.000824307594614879	0.000636459037700357	0.000257297686999089	0.000413924447761505	0.000313637241963449	0.000372120583523152	0.000286233508464413	0.000509235457119124	0.000568611726063607	0.000219029085828092	0.00114539245867938	0.000196518911310113	8.24667196225447e-05	0.000556180065709194	0.000993784974173089	0.000233971535826388	0.000929406958203211	0.000224210583155261	0.000452213766420431	0.000248964029971792	0.000148441534412616	0.000257164029234998	0.000313961080627334	0.000138655863965437	0.000817957422579009	0.00010660692567793	0.000379649040700999	0.00166398805511321	0.000594439209294787	0.000441205649572253
"YLR174W"	1.27768292898714e-05	8.97966848335625e-06	1.75072968655397e-05	1.71180348995517e-05	2.75929175569444e-05	2.38041229535266e-05	2.26467210234235e-05	7.06103489071999e-06	1.01240916464025e-05	3.47488835553806e-05	2.38454450365956e-05	1.32426622089003e-05	2.266433916543e-05	2.30251432042409e-05	4.63227821800023e-05	2.39669398577002e-05	1.6417760934924e-05	2.36541471147679e-05	1.78786872928472e-05	8.01774212110568e-06	3.06206814624557e-05	1.24139709265268e-05	1.0471102267525e-05	5.49560459450693e-06	1.16018613831659e-05	2.23221008250369e-05	2.18970847988607e-05	9.96133075689779e-06	3.1517016987722e-05	3.32279747092527e-05	5.85888153410285e-06	1.02678164961443e-05	1.50210314252849e-05	1.38445787390561e-05	0.000190048497999319	6.07004759060963e-06	4.76874247963128e-06	2.60198279559605e-05	4.02710206670999e-05	1.79548423591876e-05	3.35979701514591e-05	9.13648981962622e-06	1.55829378071547e-05	1.26437284215568e-05	3.32985205026977e-06	1.03361314323853e-05	1.05847668242587e-05	1.36889272495261e-05	3.95583898787155e-06	2.88996743401987e-05	1.56751549803952e-05	2.91555698827051e-05	9.56823719245773e-06	7.20433886164828e-06	5.70523775544901e-06	1.13378054799988e-05	2.58351806948237e-05	4.19277936822021e-05	3.76005914023581e-06	5.25989868248968e-06	1.72210688359913e-05	2.71495596227133e-05	1.72792633641694e-05	7.08934985884649e-06	3.97807534093806e-06	2.0436929136627e-05	4.50860742694951e-05	2.63089345637088e-05	8.17247126433226e-06	1.22366465297671e-05	2.55906130994363e-05	4.43602289566151e-06	5.18441676123283e-06	1.60031127997084e-05	4.76492885577488e-06	8.65930759277519e-06	1.28388661942587e-05	1.55748175186883e-05	6.80026058057434e-06	1.40249006225435e-05	5.90050602351632e-06	5.31352355569969e-06	4.02306850498163e-06	2.36613512594959e-05	1.58619084820377e-05	5.58277262269403e-06	6.93975656857248e-06	1.86822243831493e-05	2.84601104293954e-05	2.60779729585713e-06	1.82897739637269e-05	1.64920840813805e-05	3.86875379858315e-05	8.85490732299473e-06	1.70889302744076e-05	4.35917283750871e-06	2.32424461964271e-05	6.81423592549952e-06	3.13642387616585e-05	1.6693167571812e-05
"YER002W"	4.15795118605319e-06	1.09409282200555e-05	7.80813708381979e-06	2.23294957721151e-05	4.22011089699848e-06	1.03041747270935e-05	7.40236033027594e-06	1.37914695271514e-05	1.0487937741026e-05	7.64049514477269e-06	1.34910575983125e-05	5.26712917148812e-06	3.09557955403163e-06	4.7660620636815e-06	9.50778139096656e-06	6.34090483095337e-06	5.20327318801759e-06	6.55177157862175e-06	5.89556211426376e-06	1.04674626417077e-05	5.64326351374689e-06	7.71875197769464e-06	7.27448460125889e-06	3.30845731279759e-05	4.1954845600419e-06	7.79403167109233e-06	2.44724918824932e-06	4.66421735855605e-05	4.4838255154079e-06	3.76730386242809e-06	2.42297635337541e-05	3.30305291852785e-06	2.19722608923604e-06	8.76350492189635e-06	5.61483518972813e-06	0.000172654449861861	3.29282354002193e-06	3.07236818005293e-06	5.83021251338608e-06	1.86463161039575e-06	3.44846102929864e-06	4.92143094779262e-06	5.60326167699919e-06	3.49921839612922e-06	2.16475498266757e-05	6.88912896087838e-06	3.87202548058919e-06	5.26928680089311e-06	4.65134660403556e-06	6.64333760642503e-06	2.65783524522488e-06	2.98078909155782e-06	4.23264101944846e-06	5.40290581324486e-05	3.32650676154768e-05	1.04211056875837e-05	4.93066780418095e-06	4.10270542456778e-06	2.70778137761785e-05	7.65394704976385e-06	4.00586894283042e-06	1.04673992175159e-05	1.29195801847876e-05	4.71294426508306e-06	2.85394799031787e-05	3.96635106523797e-06	4.79543169129164e-06	4.73114504791716e-06	8.99681466708302e-06	8.43453794784326e-06	6.1171232221258e-06	3.83668758306353e-05	7.03527257758661e-06	6.30637047720093e-06	5.67075367535004e-06	3.73738103357963e-06	6.79932444730791e-06	1.28832557978461e-05	1.54518143118376e-05	2.5744248725985e-06	1.4884335815888e-05	5.80361264525822e-06	6.35056679949325e-06	2.29734052495355e-06	4.09039606539544e-06	8.17895802567106e-06	3.68829199594675e-05	3.66542832059891e-06	3.34338420133832e-06	3.19744469233583e-05	3.40364163830964e-06	4.7500076499779e-06	4.55481072227596e-06	1.59635155815131e-06	3.77264509067972e-06	1.18234690000563e-05	5.30163309478238e-06	6.81698312990821e-06	7.33851436728557e-06	3.0689340868094e-06
